station_id,datetime,total_ports,available_ports,wait_time_min,charging_rate_kw,charger_type,plug_type,city
5,2025-07-09 15:48:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-06 08:42:40,6,0,30,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-04 10:22:40,12,0,56,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-09 00:25:40,10,0,47,15.0,AC_LEVEL2,Type2,Bangalore
8,2025-07-10 19:56:40,6,0,21,30.0,DC_FAST,CCS,Mumbai
8,2025-07-06 07:59:40,6,0,18,30.0,DC_FAST,CCS,Mumbai
7,2025-07-10 11:33:40,10,0,41,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-09 16:14:40,9,0,34,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-10 01:35:40,6,0,22,30.0,DC_FAST,CCS,Mumbai
6,2025-07-09 13:40:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-09 23:38:40,9,0,37,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-08 09:19:40,10,0,51,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-09 15:30:40,10,0,48,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-03 15:39:40,6,0,19,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-07 19:32:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
2,2025-07-10 14:09:40,8,0,24,25.5,DC_FAST,CCS,Bangalore
5,2025-07-06 20:06:40,9,0,46,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-05 19:25:40,6,0,25,30.0,DC_FAST,CCS,Mumbai
6,2025-07-04 07:06:40,7,0,32,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-07 22:04:40,10,0,37,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-06 04:25:40,8,0,33,25.5,DC_FAST,CCS,Bangalore
5,2025-07-09 23:38:40,9,0,34,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-10 01:10:40,8,0,33,25.5,DC_FAST,CCS,Bangalore
1,2025-07-05 23:29:40,10,0,39,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-09 10:00:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-06 20:56:40,6,0,35,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-08 13:14:40,10,0,51,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-07 08:07:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-10 03:17:40,9,0,42,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-11 02:28:40,6,0,26,30.0,DC_FAST,CCS,Mumbai
5,2025-07-05 00:16:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-09 22:07:40,6,0,29,30.0,DC_FAST,CCS,Mumbai
1,2025-07-05 15:55:40,10,0,52,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-07 22:34:40,10,0,38,15.0,AC_LEVEL2,Type2,Bangalore
3,2025-07-06 12:11:40,6,0,24,12.0,AC_LEVEL1,Type2,Gurugram
5,2025-07-11 01:42:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-09 14:17:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-11 07:09:40,6,0,33,30.0,DC_FAST,CCS,Mumbai
1,2025-07-08 13:47:40,10,0,41,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-03 23:55:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-11 02:50:40,6,0,21,30.0,DC_FAST,CCS,Mumbai
2,2025-07-09 13:31:40,8,0,27,25.5,DC_FAST,CCS,Bangalore
1,2025-07-09 18:33:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-05 07:05:40,10,0,38,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-04 23:43:40,9,0,44,16.75,AC_LEVEL2,CCS,Hyderabad
8,2025-07-06 21:33:40,6,0,22,30.0,DC_FAST,CCS,Mumbai
5,2025-07-06 17:00:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-07 17:46:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-09 05:51:40,7,0,27,27.25,DC_FAST,Type2,Hyderabad
7,2025-07-03 21:41:40,10,0,44,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-04 05:22:40,6,0,20,30.0,DC_FAST,CCS,Mumbai
6,2025-07-10 04:55:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-04 11:05:40,7,0,35,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-04 01:21:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
4,2025-07-06 02:57:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-04 18:24:40,10,0,46,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-09 20:49:40,7,0,37,27.25,DC_FAST,Type2,Hyderabad
7,2025-07-11 09:37:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-04 12:41:40,10,0,45,15.0,AC_LEVEL2,Type2,Bangalore
8,2025-07-11 00:35:40,6,0,30,30.0,DC_FAST,CCS,Mumbai
3,2025-07-04 08:58:40,6,0,30,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-05 16:54:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
4,2025-07-08 19:20:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-08 15:15:40,10,0,49,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-09 20:56:40,10,0,53,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-06 01:48:40,12,0,53,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-10 19:01:40,10,0,34,15.0,AC_LEVEL2,Type2,Bangalore
3,2025-07-07 21:57:40,6,0,28,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-08 16:58:40,8,0,36,25.5,DC_FAST,CCS,Bangalore
2,2025-07-09 10:22:40,8,0,41,25.5,DC_FAST,CCS,Bangalore
5,2025-07-09 08:02:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-04 20:37:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-07 17:31:40,10,0,47,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-08 01:55:40,7,0,25,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-11 03:23:40,12,0,64,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-04 00:56:40,6,0,27,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-09 21:27:40,8,0,42,25.5,DC_FAST,CCS,Bangalore
1,2025-07-11 04:33:40,10,0,30,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-06 15:18:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-09 15:36:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-09 11:55:40,8,0,42,25.5,DC_FAST,CCS,Bangalore
4,2025-07-03 21:58:40,12,0,51,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-09 20:38:40,6,0,20,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-05 10:12:40,10,0,41,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-10 04:51:40,8,0,36,25.5,DC_FAST,CCS,Bangalore
5,2025-07-11 08:00:40,9,0,35,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-10 00:01:40,7,0,21,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-09 00:53:40,9,0,45,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-05 04:00:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-08 05:51:40,10,0,40,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-10 08:32:40,8,0,34,25.5,DC_FAST,CCS,Bangalore
7,2025-07-08 04:08:40,10,0,51,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-11 06:01:40,12,0,38,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-04 23:40:40,10,0,43,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-10 19:43:40,6,0,35,12.0,AC_LEVEL1,Type2,Gurugram
6,2025-07-05 20:46:40,7,0,26,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-06 19:02:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-08 00:41:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-06 09:42:40,10,0,40,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-04 18:24:40,7,0,36,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-08 07:33:40,6,0,30,30.0,DC_FAST,CCS,Mumbai
2,2025-07-05 08:59:40,8,0,40,25.5,DC_FAST,CCS,Bangalore
1,2025-07-08 00:16:40,10,0,47,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-09 17:44:40,8,0,36,25.5,DC_FAST,CCS,Bangalore
5,2025-07-09 04:34:40,9,0,42,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-08 05:27:40,12,0,53,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-07 08:24:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
7,2025-07-07 19:12:40,10,0,46,14.5,AC_LEVEL2,Type2,Mumbai
2,2025-07-03 15:53:40,8,0,38,25.5,DC_FAST,CCS,Bangalore
7,2025-07-05 00:30:40,10,0,53,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-08 13:16:40,9,0,33,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-03 16:07:40,10,0,48,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-04 20:34:40,10,0,37,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-06 08:23:40,6,0,27,12.0,AC_LEVEL1,Type2,Gurugram
6,2025-07-06 18:11:40,7,0,23,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-08 20:37:40,9,0,35,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-09 20:41:40,8,0,30,25.5,DC_FAST,CCS,Bangalore
5,2025-07-05 10:36:40,9,0,37,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-06 22:36:40,7,0,30,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-07 00:33:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-03 14:02:40,6,0,33,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-05 06:03:40,12,0,53,28.0,DC_FAST,CHAdeMO,Gurugram
4,2025-07-05 19:55:40,12,0,64,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-10 20:45:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-05 10:34:40,8,0,29,25.5,DC_FAST,CCS,Bangalore
3,2025-07-03 18:29:40,6,0,29,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-09 21:46:40,6,0,30,30.0,DC_FAST,CCS,Mumbai
5,2025-07-06 19:45:40,9,0,36,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-06 20:32:40,10,0,31,14.5,AC_LEVEL2,Type2,Mumbai
5,2025-07-06 13:51:40,9,0,42,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-07 14:26:40,10,0,38,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-05 23:39:40,12,0,46,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-04 06:17:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-04 18:33:40,7,0,29,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-09 07:39:40,10,0,39,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-06 03:51:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
4,2025-07-04 19:43:40,12,0,51,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-03 14:43:40,9,0,44,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-10 08:32:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-08 19:55:40,12,0,47,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-05 03:39:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-07 19:55:40,10,0,42,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-07 02:08:40,10,0,50,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-05 20:26:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-10 11:42:40,6,0,39,30.0,DC_FAST,CCS,Mumbai
1,2025-07-10 13:42:40,10,0,45,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-10 20:24:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
2,2025-07-03 12:08:40,8,0,40,25.5,DC_FAST,CCS,Bangalore
8,2025-07-11 03:15:40,6,0,21,30.0,DC_FAST,CCS,Mumbai
5,2025-07-03 12:11:40,9,0,50,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-03 20:52:40,10,0,34,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-08 09:05:40,12,0,44,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-06 18:06:40,7,0,36,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-04 06:31:40,6,0,26,30.0,DC_FAST,CCS,Mumbai
6,2025-07-03 21:02:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-09 16:36:40,12,0,53,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-05 01:53:40,9,0,39,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-05 03:54:40,10,0,49,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-06 16:24:40,10,0,43,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-11 07:20:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-04 22:15:40,9,0,44,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-08 22:42:40,10,0,42,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-08 04:21:40,10,0,44,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-07 14:31:40,9,0,45,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-03 22:21:40,6,0,27,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-05 18:59:40,6,0,36,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-04 14:11:40,8,0,37,25.5,DC_FAST,CCS,Bangalore
4,2025-07-08 03:05:40,12,0,57,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-07 15:16:40,10,0,52,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-05 13:43:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-08 19:41:40,6,0,25,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-11 04:23:40,8,0,39,25.5,DC_FAST,CCS,Bangalore
7,2025-07-08 14:29:40,10,0,36,14.5,AC_LEVEL2,Type2,Mumbai
2,2025-07-08 01:20:40,8,0,38,25.5,DC_FAST,CCS,Bangalore
2,2025-07-04 06:29:40,8,0,25,25.5,DC_FAST,CCS,Bangalore
7,2025-07-04 20:06:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
7,2025-07-06 02:21:40,10,0,41,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-06 21:49:40,7,0,32,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-10 05:25:40,6,0,26,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-05 06:58:40,6,0,29,30.0,DC_FAST,CCS,Mumbai
5,2025-07-11 07:33:40,9,0,33,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-10 20:08:40,7,0,35,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-10 06:04:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-04 15:15:40,10,0,51,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-10 23:48:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-06 05:17:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-07 11:24:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
4,2025-07-04 08:56:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-09 21:18:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
1,2025-07-03 11:34:40,10,0,52,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-11 03:06:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-04 23:32:40,7,0,24,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-09 05:00:40,12,0,54,28.0,DC_FAST,CHAdeMO,Gurugram
2,2025-07-08 08:16:40,8,0,45,25.5,DC_FAST,CCS,Bangalore
1,2025-07-04 23:52:40,10,0,40,15.0,AC_LEVEL2,Type2,Bangalore
8,2025-07-10 17:40:40,6,0,31,30.0,DC_FAST,CCS,Mumbai
5,2025-07-07 21:48:40,9,0,43,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-05 19:58:40,8,0,32,25.5,DC_FAST,CCS,Bangalore
2,2025-07-03 23:30:40,8,0,46,25.5,DC_FAST,CCS,Bangalore
1,2025-07-10 06:34:40,10,0,44,15.0,AC_LEVEL2,Type2,Bangalore
8,2025-07-11 01:04:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
8,2025-07-04 21:50:40,6,0,27,30.0,DC_FAST,CCS,Mumbai
6,2025-07-06 09:26:40,7,0,21,27.25,DC_FAST,Type2,Hyderabad
5,2025-07-10 21:17:40,9,0,40,16.75,AC_LEVEL2,CCS,Hyderabad
7,2025-07-07 09:49:40,10,0,35,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-04 08:16:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-10 12:39:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
7,2025-07-03 22:05:40,10,0,47,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-06 13:36:40,10,0,47,15.0,AC_LEVEL2,Type2,Bangalore
7,2025-07-10 07:34:40,10,0,45,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-10 23:46:40,12,0,47,28.0,DC_FAST,CHAdeMO,Gurugram
4,2025-07-11 01:23:40,12,0,48,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-10 04:39:40,6,0,24,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-06 23:59:40,10,0,37,15.0,AC_LEVEL2,Type2,Bangalore
5,2025-07-10 06:41:40,9,0,48,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-07 10:05:40,12,0,63,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-11 01:29:40,10,0,39,14.5,AC_LEVEL2,Type2,Mumbai
3,2025-07-09 00:57:40,6,0,20,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-09 16:13:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
8,2025-07-07 18:11:40,6,0,20,30.0,DC_FAST,CCS,Mumbai
4,2025-07-10 00:24:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-09 11:12:40,10,0,43,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-04 21:14:40,7,0,36,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-05 14:06:40,6,0,27,30.0,DC_FAST,CCS,Mumbai
2,2025-07-08 13:54:40,8,0,38,25.5,DC_FAST,CCS,Bangalore
1,2025-07-05 14:27:40,10,0,50,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-06 14:20:40,12,0,52,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-10 04:16:40,6,0,27,30.0,DC_FAST,CCS,Mumbai
7,2025-07-07 12:05:40,10,0,53,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-11 01:44:40,10,0,46,15.0,AC_LEVEL2,Type2,Bangalore
3,2025-07-04 03:48:40,6,0,29,12.0,AC_LEVEL1,Type2,Gurugram
5,2025-07-04 07:09:40,9,0,35,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-03 19:08:40,12,0,54,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-05 22:06:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-05 07:01:40,12,0,51,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-06 21:02:40,7,0,31,27.25,DC_FAST,Type2,Hyderabad
7,2025-07-09 05:25:40,10,0,37,14.5,AC_LEVEL2,Type2,Mumbai
6,2025-07-03 12:36:40,7,0,23,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-03 18:44:40,6,0,17,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-03 20:48:40,8,0,31,25.5,DC_FAST,CCS,Bangalore
7,2025-07-07 11:11:40,10,0,40,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-10 04:02:40,6,0,23,30.0,DC_FAST,CCS,Mumbai
1,2025-07-08 15:26:40,10,0,42,15.0,AC_LEVEL2,Type2,Bangalore
1,2025-07-04 11:18:40,10,0,55,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-08 04:52:40,12,0,63,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-04 08:30:40,10,0,51,14.5,AC_LEVEL2,Type2,Mumbai
8,2025-07-10 14:06:40,6,0,21,30.0,DC_FAST,CCS,Mumbai
5,2025-07-09 17:34:40,9,0,36,16.75,AC_LEVEL2,CCS,Hyderabad
1,2025-07-04 19:16:40,10,0,44,15.0,AC_LEVEL2,Type2,Bangalore
2,2025-07-03 15:00:40,8,0,45,25.5,DC_FAST,CCS,Bangalore
4,2025-07-11 04:00:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-11 05:11:40,7,0,42,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-10 23:53:40,8,0,37,25.5,DC_FAST,CCS,Bangalore
4,2025-07-05 22:01:40,12,0,54,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-10 04:04:40,6,0,28,30.0,DC_FAST,CCS,Mumbai
2,2025-07-05 01:42:40,8,0,29,25.5,DC_FAST,CCS,Bangalore
4,2025-07-05 09:06:40,12,0,50,28.0,DC_FAST,CHAdeMO,Gurugram
2,2025-07-03 21:51:40,8,0,42,25.5,DC_FAST,CCS,Bangalore
4,2025-07-06 12:54:40,12,0,55,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-08 11:28:40,9,0,43,16.75,AC_LEVEL2,CCS,Hyderabad
3,2025-07-06 12:47:40,6,0,19,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-07 11:16:40,12,0,60,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-06 07:32:40,6,0,32,12.0,AC_LEVEL1,Type2,Gurugram
3,2025-07-05 05:17:40,6,0,29,12.0,AC_LEVEL1,Type2,Gurugram
8,2025-07-04 14:50:40,6,0,25,30.0,DC_FAST,CCS,Mumbai
5,2025-07-03 22:17:40,9,0,38,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-04 05:46:40,9,0,42,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-08 05:56:40,7,0,27,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-07 22:02:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-04 09:45:40,8,0,31,25.5,DC_FAST,CCS,Bangalore
8,2025-07-08 17:43:40,6,0,42,30.0,DC_FAST,CCS,Mumbai
2,2025-07-11 07:23:40,8,0,35,25.5,DC_FAST,CCS,Bangalore
5,2025-07-05 00:47:40,9,0,45,16.75,AC_LEVEL2,CCS,Hyderabad
2,2025-07-04 18:05:40,8,0,41,25.5,DC_FAST,CCS,Bangalore
7,2025-07-06 10:49:40,10,0,44,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-03 12:29:40,12,0,46,28.0,DC_FAST,CHAdeMO,Gurugram
8,2025-07-08 10:38:40,6,0,23,30.0,DC_FAST,CCS,Mumbai
6,2025-07-04 23:33:40,7,0,29,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-08 05:58:40,7,0,28,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-04 19:37:40,7,0,37,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-04 00:19:40,6,0,30,12.0,AC_LEVEL1,Type2,Gurugram
1,2025-07-11 08:22:40,10,0,51,15.0,AC_LEVEL2,Type2,Bangalore
8,2025-07-08 02:23:40,6,0,23,30.0,DC_FAST,CCS,Mumbai
4,2025-07-05 18:33:40,12,0,53,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-10 17:11:40,9,0,41,16.75,AC_LEVEL2,CCS,Hyderabad
5,2025-07-11 02:03:40,9,0,36,16.75,AC_LEVEL2,CCS,Hyderabad
4,2025-07-09 08:23:40,12,0,51,28.0,DC_FAST,CHAdeMO,Gurugram
7,2025-07-03 23:44:40,10,0,53,14.5,AC_LEVEL2,Type2,Mumbai
1,2025-07-09 08:10:40,10,0,39,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-11 06:30:40,7,0,25,27.25,DC_FAST,Type2,Hyderabad
4,2025-07-09 12:57:40,12,0,39,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-09 12:09:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-03 21:11:40,6,0,19,30.0,DC_FAST,CCS,Mumbai
3,2025-07-04 15:25:40,6,0,31,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-07 13:24:40,12,0,57,28.0,DC_FAST,CHAdeMO,Gurugram
5,2025-07-08 13:58:40,9,0,44,16.75,AC_LEVEL2,CCS,Hyderabad
6,2025-07-06 15:18:40,7,0,32,27.25,DC_FAST,Type2,Hyderabad
3,2025-07-03 22:00:40,6,0,26,12.0,AC_LEVEL1,Type2,Gurugram
2,2025-07-04 07:22:40,8,0,40,25.5,DC_FAST,CCS,Bangalore
6,2025-07-08 05:25:40,7,0,26,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-08 03:37:40,7,0,32,27.25,DC_FAST,Type2,Hyderabad
6,2025-07-07 14:28:40,7,0,33,27.25,DC_FAST,Type2,Hyderabad
8,2025-07-11 09:05:40,6,0,27,30.0,DC_FAST,CCS,Mumbai
4,2025-07-05 09:17:40,12,0,54,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-10 08:44:40,10,0,44,15.0,AC_LEVEL2,Type2,Bangalore
4,2025-07-05 23:24:40,12,0,57,28.0,DC_FAST,CHAdeMO,Gurugram
3,2025-07-05 10:47:40,6,0,24,12.0,AC_LEVEL1,Type2,Gurugram
4,2025-07-10 00:52:40,12,0,47,28.0,DC_FAST,CHAdeMO,Gurugram
1,2025-07-05 03:27:40,10,0,44,15.0,AC_LEVEL2,Type2,Bangalore
6,2025-07-03 22:06:40,7,0,36,27.25,DC_FAST,Type2,Hyderabad
2,2025-07-09 23:36:40,8,0,33,25.5,DC_FAST,CCS,Bangalore
7,2025-07-04 02:08:40,10,0,52,14.5,AC_LEVEL2,Type2,Mumbai
4,2025-07-10 17:01:40,12,0,40,28.0,DC_FAST,CHAdeMO,Gurugram
6,2025-07-04 05:45:40,7,0,30,27.25,DC_FAST,Type2,Hyderabad
